AUC,Accuracy,ClassificationReport,F1-Macro,F1-Micro,F1-Weighted,Precision-Macro,Precision-Micro,Precision-Weighted,Recall-Macro,Recall-Micro,Recall-Weighted
0.8736354495834531,0.7669491525423728,"              precision    recall  f1-score   support

           0       0.96      0.56      0.71       118
           1       0.69      0.97      0.81       118

    accuracy                           0.77       236
   macro avg       0.82      0.77      0.76       236
weighted avg       0.82      0.77      0.76       236
",0.7564499484004128,0.7669491525423728,0.7564499484004128,0.8225722468107264,0.7669491525423728,0.8225722468107264,0.7669491525423728,0.7669491525423728,0.7669491525423728
0.9527741561639866,0.7617021276595745,"              precision    recall  f1-score   support

           0       1.00      0.53      0.69       118
           1       0.68      1.00      0.81       117

    accuracy                           0.76       235
   macro avg       0.84      0.76      0.75       235
weighted avg       0.84      0.76      0.75       235
",0.7478927203065134,0.7617021276595745,0.7476416401728214,0.8381502890173411,0.7617021276595745,0.8388390111917353,0.7627118644067796,0.7617021276595745,0.7617021276595745
0.9307473153626998,0.7863247863247863,"              precision    recall  f1-score   support

           0       0.97      0.59      0.73       117
           1       0.71      0.98      0.82       117

    accuracy                           0.79       234
   macro avg       0.84      0.79      0.78       234
weighted avg       0.84      0.79      0.78       234
",0.7777355623100304,0.7863247863247863,0.7777355623100304,0.8386762291540655,0.7863247863247863,0.8386762291540656,0.7863247863247863,0.7863247863247863,0.7863247863247863
0.9246475272116298,0.782051282051282,"              precision    recall  f1-score   support

           0       1.00      0.56      0.72       117
           1       0.70      1.00      0.82       117

    accuracy                           0.78       234
   macro avg       0.85      0.78      0.77       234
weighted avg       0.85      0.78      0.77       234
",0.7711820534943917,0.782051282051282,0.7711820534943917,0.8482142857142857,0.782051282051282,0.8482142857142856,0.782051282051282,0.782051282051282,0.782051282051282
0.9499232960771423,0.8205128205128205,"              precision    recall  f1-score   support

           0       1.00      0.64      0.78       117
           1       0.74      1.00      0.85       117

    accuracy                           0.82       234
   macro avg       0.87      0.82      0.81       234
weighted avg       0.87      0.82      0.81       234
",0.8145380434782609,0.8205128205128205,0.814538043478261,0.8679245283018868,0.8205128205128205,0.8679245283018867,0.8205128205128205,0.8205128205128205,0.8205128205128205
0.9144203374972605,0.7478632478632479,"              precision    recall  f1-score   support

           0       0.98      0.50      0.67       117
           1       0.67      0.99      0.80       117

    accuracy                           0.75       234
   macro avg       0.82      0.75      0.73       234
weighted avg       0.83      0.75      0.73       234
",0.7319587628865978,0.7478632478632478,0.7319587628865979,0.825,0.7478632478632479,0.8250000000000001,0.7478632478632479,0.7478632478632479,0.7478632478632479
0.8938929067134195,0.7606837606837606,"              precision    recall  f1-score   support

           0       0.97      0.54      0.69       117
           1       0.68      0.98      0.80       117

    accuracy                           0.76       234
   macro avg       0.82      0.76      0.75       234
weighted avg       0.82      0.76      0.75       234
",0.7482517482517482,0.7606837606837606,0.7482517482517482,0.8248520710059172,0.7606837606837606,0.8248520710059172,0.7606837606837606,0.7606837606837606,0.7606837606837606
0.8908247497991088,0.7307692307692307,"              precision    recall  f1-score   support

           0       0.97      0.48      0.64       117
           1       0.65      0.98      0.78       117

    accuracy                           0.73       234
   macro avg       0.81      0.73      0.71       234
weighted avg       0.81      0.73      0.71       234
",0.7124914675767918,0.7307692307692306,0.7124914675767917,0.8094631661442007,0.7307692307692307,0.8094631661442007,0.7307692307692307,0.7307692307692307,0.7307692307692307
0.8924018542662612,0.7404255319148936,"              precision    recall  f1-score   support

           0       0.98      0.49      0.65       117
           1       0.66      0.99      0.79       118

    accuracy                           0.74       235
   macro avg       0.82      0.74      0.72       235
weighted avg       0.82      0.74      0.72       235
",0.7223244552058111,0.7404255319148936,0.7226261398176292,0.8218877849210988,0.7404255319148936,0.8212032281731475,0.7393524554541504,0.7404255319148936,0.7404255319148936
0.9265833881218497,0.782051282051282,"              precision    recall  f1-score   support

           0       0.96      0.59      0.73       117
           1       0.70      0.97      0.82       117

    accuracy                           0.78       234
   macro avg       0.83      0.78      0.77       234
weighted avg       0.83      0.78      0.77       234
",0.7736815156169995,0.782051282051282,0.7736815156169996,0.8310185185185186,0.782051282051282,0.8310185185185185,0.782051282051282,0.782051282051282,0.782051282051282
