AUC,Accuracy,ClassificationReport,F1-Macro,F1-Micro,F1-Weighted,Precision-Macro,Precision-Micro,Precision-Weighted,Recall-Macro,Recall-Micro,Recall-Weighted
0.9202279202279202,0.8034188034188035,"              precision    recall  f1-score   support

           0       0.97      0.62      0.76       117
           1       0.72      0.98      0.83       117

    accuracy                           0.80       234
   macro avg       0.85      0.80      0.80       234
weighted avg       0.85      0.80      0.80       234
",0.796875,0.8034188034188035,0.796875,0.8483018867924528,0.8034188034188035,0.8483018867924529,0.8034188034188035,0.8034188034188035,0.8034188034188035
0.9205566513258822,0.7777777777777778,"              precision    recall  f1-score   support

           0       0.99      0.56      0.72       117
           1       0.69      0.99      0.82       117

    accuracy                           0.78       234
   macro avg       0.84      0.78      0.77       234
weighted avg       0.84      0.78      0.77       234
",0.7671463563992651,0.7777777777777778,0.7671463563992651,0.8398427026543926,0.7777777777777778,0.8398427026543926,0.7777777777777778,0.7777777777777778,0.7777777777777778
0.8980568339542698,0.7478632478632479,"              precision    recall  f1-score   support

           0       0.97      0.51      0.67       117
           1       0.67      0.98      0.80       117

    accuracy                           0.75       234
   macro avg       0.82      0.75      0.73       234
weighted avg       0.82      0.75      0.73       234
",0.7331194061587829,0.7478632478632478,0.7331194061587829,0.8181732933233308,0.7478632478632479,0.8181732933233308,0.7478632478632479,0.7478632478632479,0.7478632478632479
0.9355687047994741,0.8034188034188035,"              precision    recall  f1-score   support

           0       0.99      0.62      0.76       117
           1       0.72      0.99      0.83       117

    accuracy                           0.80       234
   macro avg       0.85      0.80      0.80       234
weighted avg       0.85      0.80      0.80       234
",0.7962135554714124,0.8034188034188035,0.7962135554714124,0.8533991321364758,0.8034188034188035,0.8533991321364758,0.8034188034188035,0.8034188034188035,0.8034188034188035
0.8980203082767184,0.7735042735042735,"              precision    recall  f1-score   support

           0       0.97      0.56      0.71       117
           1       0.69      0.98      0.81       117

    accuracy                           0.77       234
   macro avg       0.83      0.77      0.76       234
weighted avg       0.83      0.77      0.76       234
",0.7631171807850252,0.7735042735042735,0.7631171807850252,0.8316796598157334,0.7735042735042735,0.8316796598157336,0.7735042735042734,0.7735042735042735,0.7735042735042735
0.9503567181926278,0.7887931034482759,"              precision    recall  f1-score   support

           0       1.00      0.58      0.73       116
           1       0.70      1.00      0.83       116

    accuracy                           0.79       232
   macro avg       0.85      0.79      0.78       232
weighted avg       0.85      0.79      0.78       232
",0.7789316064795908,0.7887931034482759,0.7789316064795908,0.8515151515151516,0.7887931034482759,0.8515151515151516,0.7887931034482758,0.7887931034482759,0.7887931034482759
0.9290279429250892,0.7887931034482759,"              precision    recall  f1-score   support

           0       0.99      0.59      0.74       116
           1       0.71      0.99      0.82       116

    accuracy                           0.79       232
   macro avg       0.85      0.79      0.78       232
weighted avg       0.85      0.79      0.78       232
",0.779753947495883,0.7887931034482759,0.7797539474958829,0.8455143593847249,0.7887931034482759,0.8455143593847249,0.7887931034482758,0.7887931034482759,0.7887931034482759
0.9060270511296077,0.7801724137931034,"              precision    recall  f1-score   support

           0       0.97      0.58      0.72       116
           1       0.70      0.98      0.82       116

    accuracy                           0.78       232
   macro avg       0.84      0.78      0.77       232
weighted avg       0.84      0.78      0.77       232
",0.7707643126997965,0.7801724137931034,0.7707643126997965,0.8352004979105538,0.7801724137931034,0.8352004979105538,0.7801724137931034,0.7801724137931034,0.7801724137931034
0.9310716409036861,0.7672413793103449,"              precision    recall  f1-score   support

           0       0.97      0.55      0.70       116
           1       0.69      0.98      0.81       116

    accuracy                           0.77       232
   macro avg       0.83      0.77      0.76       232
weighted avg       0.83      0.77      0.76       232
",0.7559036707972878,0.7672413793103448,0.7559036707972878,0.8282219788243885,0.7672413793103449,0.8282219788243885,0.7672413793103448,0.7672413793103449,0.7672413793103449
0.9286935196195005,0.7586206896551724,"              precision    recall  f1-score   support

           0       0.98      0.53      0.69       116
           1       0.68      0.99      0.80       116

    accuracy                           0.76       232
   macro avg       0.83      0.76      0.74       232
weighted avg       0.83      0.76      0.74       232
",0.7447945313113853,0.7586206896551724,0.7447945313113853,0.8301707779886148,0.7586206896551724,0.8301707779886148,0.7586206896551724,0.7586206896551724,0.7586206896551724
