AUC,Accuracy,ClassificationReport,F1-Macro,F1-Micro,F1-Weighted,Precision-Macro,Precision-Micro,Precision-Weighted,Recall-Macro,Recall-Micro,Recall-Weighted
<function auc at 0x124e214d0>,0.8016528925619835,"              precision    recall  f1-score   support

           0       0.97      0.62      0.76       121
           1       0.72      0.98      0.83       121

    accuracy                           0.80       242
   macro avg       0.85      0.80      0.79       242
weighted avg       0.85      0.80      0.79       242
",0.7948717948717948,0.8016528925619834,0.7948717948717949,0.8476190476190476,0.8016528925619835,0.8476190476190477,0.8016528925619835,0.8016528925619835,0.8016528925619835
<function auc at 0x124e214d0>,0.8083333333333333,"              precision    recall  f1-score   support

           0       0.99      0.62      0.77       120
           1       0.73      0.99      0.84       120

    accuracy                           0.81       240
   macro avg       0.86      0.81      0.80       240
weighted avg       0.86      0.81      0.80       240
",0.8016671457315321,0.8083333333333333,0.8016671457315321,0.8562259306803595,0.8083333333333333,0.8562259306803595,0.8083333333333333,0.8083333333333333,0.8083333333333333
<function auc at 0x124e214d0>,0.7625,"              precision    recall  f1-score   support

           0       0.97      0.54      0.70       120
           1       0.68      0.98      0.81       120

    accuracy                           0.76       240
   macro avg       0.83      0.76      0.75       240
weighted avg       0.83      0.76      0.75       240
",0.7503239583143216,0.7625,0.7503239583143216,0.8261150892934173,0.7625,0.8261150892934173,0.7625,0.7625,0.7625
<function auc at 0x124e214d0>,0.8083333333333333,"              precision    recall  f1-score   support

           0       1.00      0.62      0.76       120
           1       0.72      1.00      0.84       120

    accuracy                           0.81       240
   macro avg       0.86      0.81      0.80       240
weighted avg       0.86      0.81      0.80       240
",0.8010237185494917,0.8083333333333333,0.8010237185494918,0.8614457831325302,0.8083333333333333,0.8614457831325301,0.8083333333333333,0.8083333333333333,0.8083333333333333
<function auc at 0x124e214d0>,0.7916666666666666,"              precision    recall  f1-score   support

           0       0.99      0.59      0.74       120
           1       0.71      0.99      0.83       120

    accuracy                           0.79       240
   macro avg       0.85      0.79      0.78       240
weighted avg       0.85      0.79      0.78       240
",0.782986111111111,0.7916666666666666,0.7829861111111109,0.8472222222222223,0.7916666666666666,0.8472222222222222,0.7916666666666667,0.7916666666666666,0.7916666666666666
<function auc at 0x124e214d0>,0.7958333333333333,"              precision    recall  f1-score   support

           0       0.97      0.61      0.75       120
           1       0.72      0.98      0.83       120

    accuracy                           0.80       240
   macro avg       0.84      0.80      0.79       240
weighted avg       0.84      0.80      0.79       240
",0.7883940620782727,0.7958333333333333,0.7883940620782727,0.8442424242424242,0.7958333333333333,0.8442424242424242,0.7958333333333333,0.7958333333333333,0.7958333333333333
<function auc at 0x124e214d0>,0.8208333333333333,"              precision    recall  f1-score   support

           0       1.00      0.64      0.78       120
           1       0.74      1.00      0.85       120

    accuracy                           0.82       240
   macro avg       0.87      0.82      0.81       240
weighted avg       0.87      0.82      0.81       240
",0.8148912127136734,0.8208333333333333,0.8148912127136734,0.8680981595092024,0.8208333333333333,0.8680981595092024,0.8208333333333333,0.8208333333333333,0.8208333333333333
<function auc at 0x124e214d0>,0.825,"              precision    recall  f1-score   support

           0       1.00      0.65      0.79       120
           1       0.74      1.00      0.85       120

    accuracy                           0.82       240
   macro avg       0.87      0.82      0.82       240
weighted avg       0.87      0.82      0.82       240
",0.819471308833011,0.825,0.819471308833011,0.8703703703703703,0.825,0.8703703703703703,0.825,0.825,0.825
<function auc at 0x124e214d0>,0.775,"              precision    recall  f1-score   support

           0       0.97      0.57      0.72       120
           1       0.69      0.98      0.81       120

    accuracy                           0.78       240
   macro avg       0.83      0.77      0.76       240
weighted avg       0.83      0.78      0.76       240
",0.7647912885662432,0.775,0.7647912885662432,0.8327731092436974,0.775,0.8327731092436975,0.7749999999999999,0.775,0.775
<function auc at 0x124e214d0>,0.7583333333333333,"              precision    recall  f1-score   support

           0       0.92      0.57      0.70       120
           1       0.69      0.95      0.80       120

    accuracy                           0.76       240
   macro avg       0.80      0.76      0.75       240
weighted avg       0.80      0.76      0.75       240
",0.7491168625189244,0.7583333333333333,0.7491168625189244,0.8028329534353631,0.7583333333333333,0.8028329534353631,0.7583333333333333,0.7583333333333333,0.7583333333333333
