AUC,Accuracy,ClassificationReport,F1-Macro,F1-Micro,F1-Weighted,Precision-Macro,Precision-Micro,Precision-Weighted,Recall-Macro,Recall-Micro,Recall-Weighted
<function auc at 0x124e214d0>,0.706140350877193,"              precision    recall  f1-score   support

           0       0.96      0.43      0.59       114
           1       0.63      0.98      0.77       114

    accuracy                           0.71       228
   macro avg       0.80      0.71      0.68       228
weighted avg       0.80      0.71      0.68       228
",0.6818494220556077,0.706140350877193,0.6818494220556076,0.7967763376537056,0.706140350877193,0.7967763376537056,0.706140350877193,0.706140350877193,0.706140350877193
<function auc at 0x124e214d0>,0.7105263157894737,"              precision    recall  f1-score   support

           0       0.98      0.43      0.60       114
           1       0.63      0.99      0.77       114

    accuracy                           0.71       228
   macro avg       0.81      0.71      0.69       228
weighted avg       0.81      0.71      0.69       228
",0.6857667891747411,0.7105263157894737,0.6857667891747411,0.8074157303370786,0.7105263157894737,0.8074157303370787,0.7105263157894737,0.7105263157894737,0.7105263157894737
<function auc at 0x124e214d0>,0.7543859649122807,"              precision    recall  f1-score   support

           0       0.95      0.54      0.69       114
           1       0.68      0.97      0.80       114

    accuracy                           0.75       228
   macro avg       0.81      0.75      0.74       228
weighted avg       0.81      0.75      0.74       228
",0.7419772047530515,0.7543859649122807,0.7419772047530515,0.8149771341463414,0.7543859649122807,0.8149771341463415,0.7543859649122807,0.7543859649122807,0.7543859649122807
<function auc at 0x124e214d0>,0.7543859649122807,"              precision    recall  f1-score   support

           0       1.00      0.51      0.67       114
           1       0.67      1.00      0.80       114

    accuracy                           0.75       228
   macro avg       0.84      0.75      0.74       228
weighted avg       0.84      0.75      0.74       228
",0.7386177530298068,0.7543859649122807,0.7386177530298068,0.8352941176470587,0.7543859649122807,0.8352941176470587,0.7543859649122807,0.7543859649122807,0.7543859649122807
<function auc at 0x124e214d0>,0.7324561403508771,"              precision    recall  f1-score   support

           0       0.98      0.47      0.64       114
           1       0.65      0.99      0.79       114

    accuracy                           0.73       228
   macro avg       0.82      0.73      0.71       228
weighted avg       0.82      0.73      0.71       228
",0.7132548502154505,0.7324561403508771,0.7132548502154504,0.8174986862848135,0.7324561403508771,0.8174986862848135,0.7324561403508771,0.7324561403508771,0.7324561403508771
<function auc at 0x124e214d0>,0.7675438596491229,"              precision    recall  f1-score   support

           0       0.98      0.54      0.70       114
           1       0.68      0.99      0.81       114

    accuracy                           0.77       228
   macro avg       0.83      0.77      0.76       228
weighted avg       0.83      0.77      0.76       228
",0.7553004070226597,0.7675438596491229,0.7553004070226595,0.8344877344877344,0.7675438596491229,0.8344877344877345,0.7675438596491229,0.7675438596491229,0.7675438596491229
<function auc at 0x124e214d0>,0.7456140350877193,"              precision    recall  f1-score   support

           0       0.94      0.53      0.67       114
           1       0.67      0.96      0.79       114

    accuracy                           0.75       228
   macro avg       0.80      0.75      0.73       228
weighted avg       0.80      0.75      0.73       228
",0.7327621049228034,0.7456140350877193,0.7327621049228034,0.8041158536585367,0.7456140350877193,0.8041158536585367,0.7456140350877193,0.7456140350877193,0.7456140350877193
<function auc at 0x124e214d0>,0.7631578947368421,"              precision    recall  f1-score   support

           0       0.97      0.54      0.70       114
           1       0.68      0.98      0.81       114

    accuracy                           0.76       228
   macro avg       0.83      0.76      0.75       228
weighted avg       0.83      0.76      0.75       228
",0.7511923045832997,0.7631578947368421,0.7511923045832997,0.8258384146341464,0.7631578947368421,0.8258384146341464,0.763157894736842,0.7631578947368421,0.7631578947368421
<function auc at 0x124e214d0>,0.7831858407079646,"              precision    recall  f1-score   support

           0       0.98      0.58      0.73       113
           1       0.70      0.99      0.82       113

    accuracy                           0.78       226
   macro avg       0.84      0.78      0.77       226
weighted avg       0.84      0.78      0.77       226
",0.773384901876522,0.7831858407079646,0.773384901876522,0.8424242424242424,0.7831858407079646,0.8424242424242424,0.7831858407079646,0.7831858407079646,0.7831858407079646
<function auc at 0x124e214d0>,0.6946902654867256,"              precision    recall  f1-score   support

           0       0.94      0.42      0.58       113
           1       0.62      0.97      0.76       113

    accuracy                           0.69       226
   macro avg       0.78      0.69      0.67       226
weighted avg       0.78      0.69      0.67       226
",0.6689663956524508,0.6946902654867256,0.6689663956524508,0.7825,0.6946902654867256,0.7825,0.6946902654867256,0.6946902654867256,0.6946902654867256
