AUC,Accuracy,ClassificationReport,F1-Macro,F1-Micro,F1-Weighted,Precision-Macro,Precision-Micro,Precision-Weighted,Recall-Macro,Recall-Micro,Recall-Weighted
0.9114727608494921,0.7149122807017544,"              precision    recall  f1-score   support

           0       1.00      0.43      0.60       114
           1       0.64      1.00      0.78       114

    accuracy                           0.71       228
   macro avg       0.82      0.71      0.69       228
weighted avg       0.82      0.71      0.69       228
",0.6896919952260308,0.7149122807017545,0.6896919952260306,0.8184357541899441,0.7149122807017544,0.8184357541899441,0.7149122807017544,0.7149122807017544,0.7149122807017544
0.8901969836872883,0.7456140350877193,"              precision    recall  f1-score   support

           0       0.94      0.53      0.67       114
           1       0.67      0.96      0.79       114

    accuracy                           0.75       228
   macro avg       0.80      0.75      0.73       228
weighted avg       0.80      0.75      0.73       228
",0.7327621049228034,0.7456140350877193,0.7327621049228034,0.8041158536585367,0.7456140350877193,0.8041158536585367,0.7456140350877193,0.7456140350877193,0.7456140350877193
0.8343336411203447,0.7017543859649122,"              precision    recall  f1-score   support

           0       0.96      0.42      0.59       114
           1       0.63      0.98      0.77       114

    accuracy                           0.70       228
   macro avg       0.79      0.70      0.68       228
weighted avg       0.79      0.70      0.68       228
",0.6762445706648847,0.7017543859649122,0.6762445706648847,0.7946067415730337,0.7017543859649122,0.7946067415730338,0.7017543859649122,0.7017543859649122,0.7017543859649122
0.9259772237611573,0.7587719298245614,"              precision    recall  f1-score   support

           0       0.98      0.53      0.69       114
           1       0.68      0.99      0.80       114

    accuracy                           0.76       228
   macro avg       0.83      0.76      0.74       228
weighted avg       0.83      0.76      0.74       228
",0.7449923741738688,0.7587719298245615,0.7449923741738688,0.8301266319819378,0.7587719298245614,0.8301266319819377,0.7587719298245614,0.7587719298245614,0.7587719298245614
0.8752693136349645,0.7236842105263158,"              precision    recall  f1-score   support

           0       0.98      0.46      0.62       114
           1       0.65      0.99      0.78       114

    accuracy                           0.72       228
   macro avg       0.81      0.72      0.70       228
weighted avg       0.81      0.72      0.70       228
",0.7023807057165945,0.7236842105263158,0.7023807057165945,0.8134231805929919,0.7236842105263158,0.8134231805929919,0.7236842105263157,0.7236842105263158,0.7236842105263158
0.8495306248076331,0.6973684210526315,"              precision    recall  f1-score   support

           0       0.96      0.41      0.58       114
           1       0.63      0.98      0.76       114

    accuracy                           0.70       228
   macro avg       0.79      0.70      0.67       228
weighted avg       0.79      0.70      0.67       228
",0.6705961180091711,0.6973684210526315,0.6705961180091711,0.792440998745867,0.6973684210526315,0.792440998745867,0.6973684210526315,0.6973684210526315,0.6973684210526315
0.8887734687596184,0.7763157894736842,"              precision    recall  f1-score   support

           0       0.96      0.58      0.72       114
           1       0.70      0.97      0.81       114

    accuracy                           0.78       228
   macro avg       0.83      0.78      0.77       228
weighted avg       0.83      0.78      0.77       228
",0.7672491442983246,0.7763157894736842,0.7672491442983246,0.8273174733388022,0.7763157894736842,0.8273174733388022,0.7763157894736843,0.7763157894736842,0.7763157894736842
0.8941597414589104,0.7412280701754386,"              precision    recall  f1-score   support

           0       0.95      0.51      0.66       114
           1       0.66      0.97      0.79       114

    accuracy                           0.74       228
   macro avg       0.81      0.74      0.73       228
weighted avg       0.81      0.74      0.73       228
",0.7264463650228774,0.7412280701754387,0.7264463650228775,0.8077451654068911,0.7412280701754386,0.8077451654068912,0.7412280701754386,0.7412280701754386,0.7412280701754386
0.867961469183178,0.7831858407079646,"              precision    recall  f1-score   support

           0       0.97      0.58      0.73       113
           1       0.70      0.98      0.82       113

    accuracy                           0.78       226
   macro avg       0.84      0.78      0.77       226
weighted avg       0.84      0.78      0.77       226
",0.7742349799188599,0.7831858407079646,0.7742349799188599,0.8365599404318689,0.7831858407079646,0.8365599404318689,0.7831858407079646,0.7831858407079646,0.7831858407079646
0.8827629414989427,0.7610619469026548,"              precision    recall  f1-score   support

           0       0.98      0.53      0.69       113
           1       0.68      0.99      0.81       113

    accuracy                           0.76       226
   macro avg       0.83      0.76      0.75       226
weighted avg       0.83      0.76      0.75       226
",0.7477052840486231,0.7610619469026548,0.7477052840486231,0.831197218082464,0.7610619469026548,0.831197218082464,0.7610619469026549,0.7610619469026548,0.7610619469026548
