AUC,Accuracy,ClassificationReport,F1-Macro,F1-Micro,F1-Weighted,Precision-Macro,Precision-Micro,Precision-Weighted,Recall-Macro,Recall-Micro,Recall-Weighted
<function auc at 0x124be1560>,0.7584745762711864,"              precision    recall  f1-score   support

           0       0.98      0.53      0.69       118
           1       0.68      0.99      0.80       118

    accuracy                           0.76       236
   macro avg       0.83      0.76      0.74       236
weighted avg       0.83      0.76      0.74       236
",0.7446032921341915,0.7584745762711863,0.7446032921341915,0.8302137810808331,0.7584745762711864,0.8302137810808331,0.7584745762711864,0.7584745762711864,0.7584745762711864
<function auc at 0x124be1560>,0.8333333333333334,"              precision    recall  f1-score   support

           0       1.00      0.67      0.80       117
           1       0.75      1.00      0.86       117

    accuracy                           0.83       234
   macro avg       0.88      0.83      0.83       234
weighted avg       0.88      0.83      0.83       234
",0.8285714285714285,0.8333333333333334,0.8285714285714286,0.875,0.8333333333333334,0.875,0.8333333333333333,0.8333333333333334,0.8333333333333334
<function auc at 0x124be1560>,0.8034188034188035,"              precision    recall  f1-score   support

           0       1.00      0.61      0.76       117
           1       0.72      1.00      0.84       117

    accuracy                           0.80       234
   macro avg       0.86      0.80      0.80       234
weighted avg       0.86      0.80      0.80       234
",0.795516717325228,0.8034188034188035,0.7955167173252279,0.8588957055214723,0.8034188034188035,0.8588957055214723,0.8034188034188035,0.8034188034188035,0.8034188034188035
<function auc at 0x124be1560>,0.7777777777777778,"              precision    recall  f1-score   support

           0       0.97      0.57      0.72       117
           1       0.70      0.98      0.82       117

    accuracy                           0.78       234
   macro avg       0.83      0.78      0.77       234
weighted avg       0.83      0.78      0.77       234
",0.7680164722031572,0.7777777777777778,0.7680164722031573,0.8339920948616601,0.7777777777777778,0.83399209486166,0.7777777777777777,0.7777777777777778,0.7777777777777778
<function auc at 0x124be1560>,0.7521367521367521,"              precision    recall  f1-score   support

           0       0.97      0.52      0.68       117
           1       0.67      0.98      0.80       117

    accuracy                           0.75       234
   macro avg       0.82      0.75      0.74       234
weighted avg       0.82      0.75      0.74       234
",0.7381944444444444,0.752136752136752,0.7381944444444444,0.8203842940685047,0.7521367521367521,0.8203842940685047,0.7521367521367521,0.7521367521367521,0.7521367521367521
<function auc at 0x124be1560>,0.7905982905982906,"              precision    recall  f1-score   support

           0       0.97      0.60      0.74       117
           1       0.71      0.98      0.82       117

    accuracy                           0.79       234
   macro avg       0.84      0.79      0.78       234
weighted avg       0.84      0.79      0.78       234
",0.7825567502986857,0.7905982905982905,0.7825567502986857,0.8410493827160495,0.7905982905982906,0.8410493827160493,0.7905982905982906,0.7905982905982906,0.7905982905982906
<function auc at 0x124be1560>,0.7777777777777778,"              precision    recall  f1-score   support

           0       0.97      0.57      0.72       117
           1       0.70      0.98      0.82       117

    accuracy                           0.78       234
   macro avg       0.83      0.78      0.77       234
weighted avg       0.83      0.78      0.77       234
",0.7680164722031572,0.7777777777777778,0.7680164722031573,0.8339920948616601,0.7777777777777778,0.83399209486166,0.7777777777777777,0.7777777777777778,0.7777777777777778
<function auc at 0x124be1560>,0.8034188034188035,"              precision    recall  f1-score   support

           0       0.99      0.62      0.76       117
           1       0.72      0.99      0.83       117

    accuracy                           0.80       234
   macro avg       0.85      0.80      0.80       234
weighted avg       0.85      0.80      0.80       234
",0.7962135554714124,0.8034188034188035,0.7962135554714124,0.8533991321364758,0.8034188034188035,0.8533991321364758,0.8034188034188035,0.8034188034188035,0.8034188034188035
<function auc at 0x124be1560>,0.7627118644067796,"              precision    recall  f1-score   support

           0       1.00      0.53      0.69       118
           1       0.68      1.00      0.81       118

    accuracy                           0.76       236
   macro avg       0.84      0.76      0.75       236
weighted avg       0.84      0.76      0.75       236
",0.7485540334855404,0.7627118644067796,0.7485540334855404,0.8390804597701149,0.7627118644067796,0.8390804597701149,0.7627118644067796,0.7627118644067796,0.7627118644067796
<function auc at 0x124be1560>,0.811965811965812,"              precision    recall  f1-score   support

           0       1.00      0.62      0.77       117
           1       0.73      1.00      0.84       117

    accuracy                           0.81       234
   macro avg       0.86      0.81      0.81       234
weighted avg       0.86      0.81      0.81       234
",0.8050738356683076,0.811965811965812,0.8050738356683075,0.8633540372670807,0.811965811965812,0.8633540372670808,0.811965811965812,0.811965811965812,0.811965811965812
