Accuracy,BrierScoreBinary,BrierScoreProba,ClassificationReport,F1-Macro,F1-Micro,F1-Weighted,Precision-Macro,Precision-Micro,Precision-Weighted,Recall-Macro,Recall-Micro,Recall-Weighted
0.8970588235294118,0.10294117647058823,0.1698156254155041,"              precision    recall  f1-score   support

           0       0.96      0.83      0.89       102
           1       0.85      0.96      0.90       102

    accuracy                           0.90       204
   macro avg       0.90      0.90      0.90       204
weighted avg       0.90      0.90      0.90       204
",0.8966390812362777,0.8970588235294118,0.8966390812362777,0.9036150464093795,0.8970588235294118,0.9036150464093795,0.8970588235294118,0.8970588235294118,0.8970588235294118
0.9019607843137255,0.09803921568627451,0.14252159720692983,"              precision    recall  f1-score   support

           0       0.95      0.85      0.90       102
           1       0.87      0.95      0.91       102

    accuracy                           0.90       204
   macro avg       0.91      0.90      0.90       204
weighted avg       0.91      0.90      0.90       204
",0.9017246362848057,0.9019607843137255,0.9017246362848057,0.905861801242236,0.9019607843137255,0.905861801242236,0.9019607843137254,0.9019607843137255,0.9019607843137255
0.8774509803921569,0.12254901960784313,0.1708961103967677,"              precision    recall  f1-score   support

           0       0.90      0.85      0.87       102
           1       0.86      0.90      0.88       102

    accuracy                           0.88       204
   macro avg       0.88      0.88      0.88       204
weighted avg       0.88      0.88      0.88       204
",0.8773773172080498,0.8774509803921569,0.8773773172080498,0.8783601503034975,0.8774509803921569,0.8783601503034975,0.8774509803921569,0.8774509803921569,0.8774509803921569
0.9306930693069307,0.06930693069306931,0.1466238600806536,"              precision    recall  f1-score   support

           0       0.95      0.91      0.93       101
           1       0.91      0.95      0.93       101

    accuracy                           0.93       202
   macro avg       0.93      0.93      0.93       202
weighted avg       0.93      0.93      0.93       202
",0.9306658821221928,0.9306930693069307,0.9306658821221928,0.9313696612665685,0.9306930693069307,0.9313696612665685,0.9306930693069306,0.9306930693069307,0.9306930693069307
0.8861386138613861,0.11386138613861387,0.15573838533151504,"              precision    recall  f1-score   support

           0       0.99      0.78      0.87       101
           1       0.82      0.99      0.90       101

    accuracy                           0.89       202
   macro avg       0.90      0.89      0.88       202
weighted avg       0.90      0.89      0.88       202
",0.8848945816713327,0.8861386138613861,0.8848945816713326,0.9035860655737705,0.8861386138613861,0.9035860655737706,0.8861386138613861,0.8861386138613861,0.8861386138613861
0.8861386138613861,0.11386138613861387,0.15770742503414323,"              precision    recall  f1-score   support

           0       0.88      0.90      0.89       101
           1       0.90      0.87      0.88       101

    accuracy                           0.89       202
   macro avg       0.89      0.89      0.89       202
weighted avg       0.89      0.89      0.89       202
",0.8861134943007722,0.8861386138613861,0.8861134943007722,0.8864795918367347,0.8861386138613861,0.8864795918367347,0.8861386138613861,0.8861386138613861,0.8861386138613861
0.9554455445544554,0.04455445544554455,0.14619321503010296,"              precision    recall  f1-score   support

           0       0.98      0.93      0.95       101
           1       0.93      0.98      0.96       101

    accuracy                           0.96       202
   macro avg       0.96      0.96      0.96       202
weighted avg       0.96      0.96      0.96       202
",0.9554182299713088,0.9554455445544554,0.9554182299713089,0.956564465408805,0.9554455445544554,0.9565644654088049,0.9554455445544554,0.9554455445544554,0.9554455445544554
0.900990099009901,0.09900990099009901,0.1518920283777595,"              precision    recall  f1-score   support

           0       0.92      0.88      0.90       101
           1       0.89      0.92      0.90       101

    accuracy                           0.90       202
   macro avg       0.90      0.90      0.90       202
weighted avg       0.90      0.90      0.90       202
",0.9009512601745612,0.9009900990099011,0.9009512601745613,0.9016200294550809,0.900990099009901,0.901620029455081,0.900990099009901,0.900990099009901,0.900990099009901
0.9356435643564357,0.06435643564356436,0.15347718095042484,"              precision    recall  f1-score   support

           0       0.94      0.93      0.94       101
           1       0.93      0.94      0.94       101

    accuracy                           0.94       202
   macro avg       0.94      0.94      0.94       202
weighted avg       0.94      0.94      0.94       202
",0.9356419871087911,0.9356435643564357,0.9356419871087912,0.9356862745098039,0.9356435643564357,0.9356862745098039,0.9356435643564356,0.9356435643564357,0.9356435643564357
0.9108910891089109,0.0891089108910891,0.15285814944722267,"              precision    recall  f1-score   support

           0       0.98      0.84      0.90       101
           1       0.86      0.98      0.92       101

    accuracy                           0.91       202
   macro avg       0.92      0.91      0.91       202
weighted avg       0.92      0.91      0.91       202
",0.9104609929078014,0.9108910891089109,0.9104609929078014,0.9189405297351325,0.9108910891089109,0.9189405297351325,0.9108910891089108,0.9108910891089109,0.9108910891089109
