AUC,Accuracy,BrierScoreBinary,BrierScoreProba,ClassificationReport,F1-Macro,F1-Micro,F1-Weighted,Precision-Macro,Precision-Micro,Precision-Weighted,Recall-Macro,Recall-Micro,Recall-Weighted
0.994514106583072,0.937007874015748,0.06299212598425197,0.09673758311409607,"              precision    recall  f1-score   support

           0       0.94      1.00      0.97       116
           1       1.00      0.27      0.43        11

    accuracy                           0.94       127
   macro avg       0.97      0.64      0.70       127
weighted avg       0.94      0.94      0.92       127
",0.6976190476190476,0.9370078740157481,0.9200599925009373,0.967741935483871,0.937007874015748,0.9410718821437642,0.6363636363636364,0.937007874015748,0.937007874015748
0.994514106583072,0.937007874015748,0.06299212598425197,0.09673758311409607,"              precision    recall  f1-score   support

           0       0.94      1.00      0.97       116
           1       1.00      0.27      0.43        11

    accuracy                           0.94       127
   macro avg       0.97      0.64      0.70       127
weighted avg       0.94      0.94      0.92       127
",0.6976190476190476,0.9370078740157481,0.9200599925009373,0.967741935483871,0.937007874015748,0.9410718821437642,0.6363636363636364,0.937007874015748,0.937007874015748
0.994514106583072,0.937007874015748,0.06299212598425197,0.09673758311409607,"              precision    recall  f1-score   support

           0       0.94      1.00      0.97       116
           1       1.00      0.27      0.43        11

    accuracy                           0.94       127
   macro avg       0.97      0.64      0.70       127
weighted avg       0.94      0.94      0.92       127
",0.6976190476190476,0.9370078740157481,0.9200599925009373,0.967741935483871,0.937007874015748,0.9410718821437642,0.6363636363636364,0.937007874015748,0.937007874015748
0.994514106583072,0.937007874015748,0.06299212598425197,0.09673758311409607,"              precision    recall  f1-score   support

           0       0.94      1.00      0.97       116
           1       1.00      0.27      0.43        11

    accuracy                           0.94       127
   macro avg       0.97      0.64      0.70       127
weighted avg       0.94      0.94      0.92       127
",0.6976190476190476,0.9370078740157481,0.9200599925009373,0.967741935483871,0.937007874015748,0.9410718821437642,0.6363636363636364,0.937007874015748,0.937007874015748
0.994514106583072,0.937007874015748,0.06299212598425197,0.09673758311409607,"              precision    recall  f1-score   support

           0       0.94      1.00      0.97       116
           1       1.00      0.27      0.43        11

    accuracy                           0.94       127
   macro avg       0.97      0.64      0.70       127
weighted avg       0.94      0.94      0.92       127
",0.6976190476190476,0.9370078740157481,0.9200599925009373,0.967741935483871,0.937007874015748,0.9410718821437642,0.6363636363636364,0.937007874015748,0.937007874015748
0.994514106583072,0.937007874015748,0.06299212598425197,0.09673758311409607,"              precision    recall  f1-score   support

           0       0.94      1.00      0.97       116
           1       1.00      0.27      0.43        11

    accuracy                           0.94       127
   macro avg       0.97      0.64      0.70       127
weighted avg       0.94      0.94      0.92       127
",0.6976190476190476,0.9370078740157481,0.9200599925009373,0.967741935483871,0.937007874015748,0.9410718821437642,0.6363636363636364,0.937007874015748,0.937007874015748
0.994514106583072,0.937007874015748,0.06299212598425197,0.09673758311409607,"              precision    recall  f1-score   support

           0       0.94      1.00      0.97       116
           1       1.00      0.27      0.43        11

    accuracy                           0.94       127
   macro avg       0.97      0.64      0.70       127
weighted avg       0.94      0.94      0.92       127
",0.6976190476190476,0.9370078740157481,0.9200599925009373,0.967741935483871,0.937007874015748,0.9410718821437642,0.6363636363636364,0.937007874015748,0.937007874015748
0.994514106583072,0.937007874015748,0.06299212598425197,0.09673758311409607,"              precision    recall  f1-score   support

           0       0.94      1.00      0.97       116
           1       1.00      0.27      0.43        11

    accuracy                           0.94       127
   macro avg       0.97      0.64      0.70       127
weighted avg       0.94      0.94      0.92       127
",0.6976190476190476,0.9370078740157481,0.9200599925009373,0.967741935483871,0.937007874015748,0.9410718821437642,0.6363636363636364,0.937007874015748,0.937007874015748
0.994514106583072,0.937007874015748,0.06299212598425197,0.09673758311409607,"              precision    recall  f1-score   support

           0       0.94      1.00      0.97       116
           1       1.00      0.27      0.43        11

    accuracy                           0.94       127
   macro avg       0.97      0.64      0.70       127
weighted avg       0.94      0.94      0.92       127
",0.6976190476190476,0.9370078740157481,0.9200599925009373,0.967741935483871,0.937007874015748,0.9410718821437642,0.6363636363636364,0.937007874015748,0.937007874015748
0.994514106583072,0.937007874015748,0.06299212598425197,0.09673758311409607,"              precision    recall  f1-score   support

           0       0.94      1.00      0.97       116
           1       1.00      0.27      0.43        11

    accuracy                           0.94       127
   macro avg       0.97      0.64      0.70       127
weighted avg       0.94      0.94      0.92       127
",0.6976190476190476,0.9370078740157481,0.9200599925009373,0.967741935483871,0.937007874015748,0.9410718821437642,0.6363636363636364,0.937007874015748,0.937007874015748
