AUC,Accuracy,ClassificationReport,F1-Macro,F1-Micro,F1-Weighted,Precision-Macro,Precision-Micro,Precision-Weighted,Recall-Macro,Recall-Micro,Recall-Weighted
<function auc at 0x124be1560>,0.7598039215686274,"              precision    recall  f1-score   support

           0       0.96      0.54      0.69       102
           1       0.68      0.98      0.80       102

    accuracy                           0.76       204
   macro avg       0.82      0.76      0.75       204
weighted avg       0.82      0.76      0.75       204
",0.7475183753883459,0.7598039215686274,0.7475183753883458,0.8225921947726459,0.7598039215686274,0.8225921947726458,0.7598039215686274,0.7598039215686274,0.7598039215686274
<function auc at 0x124be1560>,0.7254901960784313,"              precision    recall  f1-score   support

           0       0.96      0.47      0.63       102
           1       0.65      0.98      0.78       102

    accuracy                           0.73       204
   macro avg       0.80      0.73      0.71       204
weighted avg       0.80      0.73      0.71       204
",0.7064144736842104,0.7254901960784313,0.7064144736842104,0.8046753246753247,0.7254901960784313,0.8046753246753248,0.7254901960784313,0.7254901960784313,0.7254901960784313
<function auc at 0x124be1560>,0.7401960784313726,"              precision    recall  f1-score   support

           0       0.96      0.50      0.66       102
           1       0.66      0.98      0.79       102

    accuracy                           0.74       204
   macro avg       0.81      0.74      0.72       204
weighted avg       0.81      0.74      0.72       204
",0.7242891750605636,0.7401960784313726,0.7242891750605637,0.8122579032862677,0.7401960784313726,0.8122579032862677,0.7401960784313726,0.7401960784313726,0.7401960784313726
<function auc at 0x124be1560>,0.7178217821782178,"              precision    recall  f1-score   support

           0       0.94      0.47      0.62       101
           1       0.64      0.97      0.77       101

    accuracy                           0.72       202
   macro avg       0.79      0.72      0.70       202
weighted avg       0.79      0.72      0.70       202
",0.6986100568018219,0.7178217821782178,0.6986100568018218,0.7923684210526316,0.7178217821782178,0.7923684210526315,0.7178217821782178,0.7178217821782178,0.7178217821782178
<function auc at 0x124be1560>,0.6881188118811881,"              precision    recall  f1-score   support

           0       0.93      0.41      0.57       101
           1       0.62      0.97      0.76       101

    accuracy                           0.69       202
   macro avg       0.78      0.69      0.66       202
weighted avg       0.78      0.69      0.66       202
",0.6611369990680336,0.6881188118811881,0.6611369990680336,0.7760356731875719,0.6881188118811881,0.7760356731875719,0.6881188118811881,0.6881188118811881,0.6881188118811881
<function auc at 0x124be1560>,0.693069306930693,"              precision    recall  f1-score   support

           0       0.91      0.43      0.58       101
           1       0.63      0.96      0.76       101

    accuracy                           0.69       202
   macro avg       0.77      0.69      0.67       202
weighted avg       0.77      0.69      0.67       202
",0.6694467905405405,0.693069306930693,0.6694467905405405,0.7703500343170899,0.693069306930693,0.7703500343170898,0.693069306930693,0.693069306930693,0.693069306930693
<function auc at 0x124be1560>,0.6732673267326733,"              precision    recall  f1-score   support

           0       0.95      0.37      0.53       101
           1       0.61      0.98      0.75       101

    accuracy                           0.67       202
   macro avg       0.78      0.67      0.64       202
weighted avg       0.78      0.67      0.64       202
",0.6392857142857143,0.6732673267326733,0.6392857142857143,0.7780399559540664,0.6732673267326733,0.7780399559540664,0.6732673267326732,0.6732673267326733,0.6732673267326733
<function auc at 0x124be1560>,0.7029702970297029,"              precision    recall  f1-score   support

           0       0.94      0.44      0.59       101
           1       0.63      0.97      0.77       101

    accuracy                           0.70       202
   macro avg       0.78      0.70      0.68       202
weighted avg       0.78      0.70      0.68       202
",0.6801097972972973,0.7029702970297029,0.6801097972972971,0.7842141386410433,0.7029702970297029,0.7842141386410433,0.7029702970297029,0.7029702970297029,0.7029702970297029
<function auc at 0x124be1560>,0.698019801980198,"              precision    recall  f1-score   support

           0       0.92      0.44      0.59       101
           1       0.63      0.96      0.76       101

    accuracy                           0.70       202
   macro avg       0.77      0.70      0.68       202
weighted avg       0.77      0.70      0.68       202
",0.6756941702855639,0.698019801980198,0.6756941702855639,0.7732683982683983,0.698019801980198,0.7732683982683983,0.698019801980198,0.698019801980198,0.698019801980198
<function auc at 0x124be1560>,0.6633663366336634,"              precision    recall  f1-score   support

           0       0.85      0.40      0.54       101
           1       0.61      0.93      0.73       101

    accuracy                           0.66       202
   macro avg       0.73      0.66      0.64       202
weighted avg       0.73      0.66      0.64       202
",0.6374577702702703,0.6633663366336634,0.6374577702702702,0.7287577213452299,0.6633663366336634,0.7287577213452299,0.6633663366336634,0.6633663366336634,0.6633663366336634
