AUC,Accuracy,BrierScoreBinary,BrierScoreProba,ClassificationReport,F1-Macro,F1-Micro,F1-Weighted,Precision-Macro,Precision-Micro,Precision-Weighted,Recall-Macro,Recall-Micro,Recall-Weighted
1.0,0.9761904761904762,0.023809523809523808,0.11730209122835954,"              precision    recall  f1-score   support

           0       0.97      1.00      0.98        93
           1       1.00      0.91      0.95        33

    accuracy                           0.98       126
   macro avg       0.98      0.95      0.97       126
weighted avg       0.98      0.98      0.98       126
",0.9682539682539681,0.9761904761904762,0.9758125472411187,0.984375,0.9761904761904762,0.9769345238095238,0.9545454545454546,0.9761904761904762,0.9761904761904762
1.0,0.9761904761904762,0.023809523809523808,0.11730209122835954,"              precision    recall  f1-score   support

           0       0.97      1.00      0.98        93
           1       1.00      0.91      0.95        33

    accuracy                           0.98       126
   macro avg       0.98      0.95      0.97       126
weighted avg       0.98      0.98      0.98       126
",0.9682539682539681,0.9761904761904762,0.9758125472411187,0.984375,0.9761904761904762,0.9769345238095238,0.9545454545454546,0.9761904761904762,0.9761904761904762
1.0,0.9761904761904762,0.023809523809523808,0.11730209122835954,"              precision    recall  f1-score   support

           0       0.97      1.00      0.98        93
           1       1.00      0.91      0.95        33

    accuracy                           0.98       126
   macro avg       0.98      0.95      0.97       126
weighted avg       0.98      0.98      0.98       126
",0.9682539682539681,0.9761904761904762,0.9758125472411187,0.984375,0.9761904761904762,0.9769345238095238,0.9545454545454546,0.9761904761904762,0.9761904761904762
1.0,0.9761904761904762,0.023809523809523808,0.11730209122835954,"              precision    recall  f1-score   support

           0       0.97      1.00      0.98        93
           1       1.00      0.91      0.95        33

    accuracy                           0.98       126
   macro avg       0.98      0.95      0.97       126
weighted avg       0.98      0.98      0.98       126
",0.9682539682539681,0.9761904761904762,0.9758125472411187,0.984375,0.9761904761904762,0.9769345238095238,0.9545454545454546,0.9761904761904762,0.9761904761904762
1.0,0.9761904761904762,0.023809523809523808,0.11730209122835954,"              precision    recall  f1-score   support

           0       0.97      1.00      0.98        93
           1       1.00      0.91      0.95        33

    accuracy                           0.98       126
   macro avg       0.98      0.95      0.97       126
weighted avg       0.98      0.98      0.98       126
",0.9682539682539681,0.9761904761904762,0.9758125472411187,0.984375,0.9761904761904762,0.9769345238095238,0.9545454545454546,0.9761904761904762,0.9761904761904762
1.0,0.9761904761904762,0.023809523809523808,0.11730209122835954,"              precision    recall  f1-score   support

           0       0.97      1.00      0.98        93
           1       1.00      0.91      0.95        33

    accuracy                           0.98       126
   macro avg       0.98      0.95      0.97       126
weighted avg       0.98      0.98      0.98       126
",0.9682539682539681,0.9761904761904762,0.9758125472411187,0.984375,0.9761904761904762,0.9769345238095238,0.9545454545454546,0.9761904761904762,0.9761904761904762
1.0,0.9761904761904762,0.023809523809523808,0.11730209122835954,"              precision    recall  f1-score   support

           0       0.97      1.00      0.98        93
           1       1.00      0.91      0.95        33

    accuracy                           0.98       126
   macro avg       0.98      0.95      0.97       126
weighted avg       0.98      0.98      0.98       126
",0.9682539682539681,0.9761904761904762,0.9758125472411187,0.984375,0.9761904761904762,0.9769345238095238,0.9545454545454546,0.9761904761904762,0.9761904761904762
1.0,0.9761904761904762,0.023809523809523808,0.11730209122835954,"              precision    recall  f1-score   support

           0       0.97      1.00      0.98        93
           1       1.00      0.91      0.95        33

    accuracy                           0.98       126
   macro avg       0.98      0.95      0.97       126
weighted avg       0.98      0.98      0.98       126
",0.9682539682539681,0.9761904761904762,0.9758125472411187,0.984375,0.9761904761904762,0.9769345238095238,0.9545454545454546,0.9761904761904762,0.9761904761904762
1.0,0.9761904761904762,0.023809523809523808,0.11730209122835954,"              precision    recall  f1-score   support

           0       0.97      1.00      0.98        93
           1       1.00      0.91      0.95        33

    accuracy                           0.98       126
   macro avg       0.98      0.95      0.97       126
weighted avg       0.98      0.98      0.98       126
",0.9682539682539681,0.9761904761904762,0.9758125472411187,0.984375,0.9761904761904762,0.9769345238095238,0.9545454545454546,0.9761904761904762,0.9761904761904762
1.0,0.9761904761904762,0.023809523809523808,0.11730209122835954,"              precision    recall  f1-score   support

           0       0.97      1.00      0.98        93
           1       1.00      0.91      0.95        33

    accuracy                           0.98       126
   macro avg       0.98      0.95      0.97       126
weighted avg       0.98      0.98      0.98       126
",0.9682539682539681,0.9761904761904762,0.9758125472411187,0.984375,0.9761904761904762,0.9769345238095238,0.9545454545454546,0.9761904761904762,0.9761904761904762
