Accuracy,BrierScoreBinary,BrierScoreProba,ClassificationReport,F1-Macro,F1-Micro,F1-Weighted,Precision-Macro,Precision-Micro,Precision-Weighted,Recall-Macro,Recall-Micro,Recall-Weighted
0.9008620689655172,0.09913793103448276,0.15881492255449864,"              precision    recall  f1-score   support

           0       0.97      0.83      0.89       116
           1       0.85      0.97      0.91       116

    accuracy                           0.90       232
   macro avg       0.91      0.90      0.90       232
weighted avg       0.91      0.90      0.90       232
",0.9003268889511534,0.9008620689655172,0.9003268889511535,0.9096605149236728,0.9008620689655172,0.9096605149236727,0.9008620689655172,0.9008620689655172,0.9008620689655172
0.8879310344827587,0.11206896551724138,0.18346739799760117,"              precision    recall  f1-score   support

           0       0.92      0.84      0.88       116
           1       0.86      0.93      0.89       116

    accuracy                           0.89       232
   macro avg       0.89      0.89      0.89       232
weighted avg       0.89      0.89      0.89       232
",0.8877224331769786,0.8879310344827587,0.8877224331769785,0.8908355795148248,0.8879310344827587,0.8908355795148247,0.8879310344827587,0.8879310344827587,0.8879310344827587
0.9181034482758621,0.08189655172413793,0.14614437002522815,"              precision    recall  f1-score   support

           0       0.97      0.86      0.91       116
           1       0.88      0.97      0.92       116

    accuracy                           0.92       232
   macro avg       0.92      0.92      0.92       232
weighted avg       0.92      0.92      0.92       232
",0.9178454943621284,0.9181034482758621,0.9178454943621284,0.9234213893279145,0.9181034482758621,0.9234213893279145,0.9181034482758621,0.9181034482758621,0.9181034482758621
0.8706896551724138,0.12931034482758622,0.178874528726567,"              precision    recall  f1-score   support

           0       0.85      0.91      0.88       116
           1       0.90      0.84      0.87       116

    accuracy                           0.87       232
   macro avg       0.87      0.87      0.87       232
weighted avg       0.87      0.87      0.87       232
",0.8705357142857143,0.8706896551724138,0.8705357142857143,0.8724611708482677,0.8706896551724138,0.8724611708482676,0.8706896551724137,0.8706896551724138,0.8706896551724138
0.908695652173913,0.09130434782608696,0.14396636062938048,"              precision    recall  f1-score   support

           0       0.97      0.84      0.90       115
           1       0.86      0.97      0.91       115

    accuracy                           0.91       230
   macro avg       0.92      0.91      0.91       230
weighted avg       0.92      0.91      0.91       230
",0.9083056478405316,0.908695652173913,0.9083056478405317,0.9157692307692308,0.908695652173913,0.9157692307692308,0.9086956521739131,0.908695652173913,0.908695652173913
0.8739130434782608,0.12608695652173912,0.1541267714503981,"              precision    recall  f1-score   support

           0       0.92      0.82      0.87       115
           1       0.84      0.93      0.88       115

    accuracy                           0.87       230
   macro avg       0.88      0.87      0.87       230
weighted avg       0.88      0.87      0.87       230
",0.8735089416093,0.8739130434782608,0.8735089416092999,0.8787530637254901,0.8739130434782608,0.8787530637254901,0.8739130434782609,0.8739130434782608,0.8739130434782608
0.9391304347826087,0.06086956521739131,0.13627571475849168,"              precision    recall  f1-score   support

           0       0.95      0.93      0.94       115
           1       0.93      0.95      0.94       115

    accuracy                           0.94       230
   macro avg       0.94      0.94      0.94       230
weighted avg       0.94      0.94      0.94       230
",0.9391258318209317,0.9391304347826087,0.9391258318209317,0.9392632932455942,0.9391304347826087,0.9392632932455941,0.9391304347826086,0.9391304347826087,0.9391304347826087
0.8913043478260869,0.10869565217391304,0.16179985182961387,"              precision    recall  f1-score   support

           0       0.96      0.82      0.88       115
           1       0.84      0.97      0.90       115

    accuracy                           0.89       230
   macro avg       0.90      0.89      0.89       230
weighted avg       0.90      0.89      0.89       230
",0.8907072665412176,0.8913043478260869,0.8907072665412176,0.9000463821892393,0.8913043478260869,0.9000463821892394,0.8913043478260869,0.8913043478260869,0.8913043478260869
0.8826086956521739,0.11739130434782609,0.1618055948726092,"              precision    recall  f1-score   support

           0       0.96      0.80      0.87       115
           1       0.83      0.97      0.89       115

    accuracy                           0.88       230
   macro avg       0.89      0.88      0.88       230
weighted avg       0.89      0.88      0.88       230
",0.8818020898760921,0.8826086956521739,0.8818020898760922,0.8933457711442786,0.8826086956521739,0.8933457711442786,0.8826086956521739,0.8826086956521739,0.8826086956521739
0.9434782608695652,0.05652173913043478,0.14993494107577568,"              precision    recall  f1-score   support

           0       0.94      0.95      0.94       115
           1       0.95      0.94      0.94       115

    accuracy                           0.94       230
   macro avg       0.94      0.94      0.94       230
weighted avg       0.94      0.94      0.94       230
",0.9434771923854894,0.9434782608695652,0.9434771923854893,0.9435117967332123,0.9434782608695652,0.9435117967332123,0.9434782608695652,0.9434782608695652,0.9434782608695652
